Augsburg,62,St Thomas MN,52
Bethune-Cookman,89,MD E Shore,84
Morgan St,89,Savannah St,88
St Augustine's,64,Virginia Union,56
Shawnee St,85,Central St OH,82
UC Santa Cruz,81,Simpson CA,76
Permian Basin,99,Arlington Bap,56
Alfred St,69,SUNY-ESF,61
Russell Sage,87,Worcester St,74
Newberry,111,Mars Hill,99
Mt St Vincent,90,St Joseph's LI,84
Bridgewater MA,82,MA Boston,68
NY Maritime,86,Merchant Marine,81
North Greenville,94,Pensacola Chr,53
Buffalo,87,Akron,65
Bowling Green,66,N Illinois,57
Radford,64,Charleston So,61
E Michigan,79,C Michigan,74
Indiana,74,Penn St,70
Kentucky,74,Texas A&M,73
Miami OH,80,Kent,69
Purdue,70,Michigan,69
UNC Asheville,90,Longwood,80
North Carolina,96,Boston College,66
Ball St,75,Ohio,68
Campbell,83,Presbyterian,79
Dayton,87,Richmond,81
Georgetown,69,St John's,66
Toledo,84,W Michigan,61
VA Commonwealth,78,Duquesne,67
Virginia,68,Syracuse,61
West Virginia,57,Baylor,54
Liberty,73,Winthrop,70
Gardner Webb,62,High Point,45
Alabama,76,South Carolina,62
Auburn,85,Mississippi,70
Bradley,68,S Illinois,62
Creighton,85,Butler,74
Kansas,83,Iowa St,78
Marquette,84,Seton Hall,64
Memphis,96,Tulane,89
Nebraska,63,Wisconsin,59
South Alabama,99,Trinity Bap,34
Rhode Island,72,St Louis,65
Oklahoma,75,Texas Tech,65
Tennessee,92,Vanderbilt,84
Boise St,70,Fresno St,64
San Diego St,85,San Jose St,49
Chr Brothers,81,North Alabama,67
CS Stanislaus,82,Holy Names,58
West Florida,71,Delta St,54
Emmanuel GA,66,Erskine,59
Le Moyne,58,S New Hampshire,53
Valdosta St,101,Mississippi Col,78
New Haven,72,St Michael's,66
St Anselm,93,S Connecticut,69
W Washington,69,Simon Fraser,54
TX A&M Commerce,82,Tarleton St,70
Albertus Magnus,97,Mt Ida,77
Lehman,68,Baruch,52
Lesley,81,Becker,77
Bowdoin,81,ME Presque Isle,62
Brockport St,90,Buffalo St,75
Cabrini,92,Rosemont,81
Castleton,64,Rivier,63
Centenary NJ,77,Summit,61
Milwaukee Eng,78,Concordia IL,63
CT College,79,Fisher,70
Elmira,86,Houghton,80
Mitchell,80,Elms,71
Regis MA,73,Emmanuel MA,70
Emory & Henry,75,Roanoke,73
E Nazarene,128,U New England,102
Endicott,69,W New England,59
Muhlenberg,82,Frank & Marsh,80
Lancaster Bib,78,Gallaudet,71
Geneseo St,87,SUNY Fredonia,53
Gettysburg,89,Haverford,73
Gordon,77,Wentworth Tech,66
Hobart & Smith,69,Rensselaer,57
Hunter,82,York NY,73
Husson,95,ME Farmington,68
Johnson St,109,Lyndon St,86
St Joseph's ME,69,J&W RI,62
Marywood,81,Keystone,79
Lakeland,109,Rockford,63
Swarthmore,80,McDaniel Col,49
Staten Island,94,Medgar Evers,63
Suffolk,83,Norwich,66
Roger Williams,74,Salve Regina,65
Vassar,67,Skidmore,59
Stevens Tech,85,Utica,54
S Vermont,97,Wheelock,64
Ursinus,86,Washington MD,74
Whitman,91,Whitworth,75
AL Huntsville,109,Union TN,90
Benedictine IL,78,Concordia WI,65
Edgewood,74,Dominican IL,56
Greenville,133,Principia,129
Marian WI,92,WI Lutheran,89
Gwynedd-Mercy,79,Neumann,68
Immaculata,89,Cairn,82
Clarkson,86,St Lawrence,58
Nichols,100,Curry,68
Johns Hopkins,72,Dickinson,56
NC Wesleyan,91,Greensboro,84
Merrimack,92,Adelphi,89
SUNY Potsdam,73,SUNY Canton,70
Ithaca,77,Rochester Tech,61
Pfeiffer,109,Averett,76
Brooklyn Col,69,City Col NY,59
Dean,106,Newbury,103
PSU-DuBois,100,Penn Col Tech,91
Sewanee,83,Boyce,63
Alvernia,77,PSU Wilkes-Barre,72
J&W CO,88,Colorado Col,78
Connecticut,62,UCF,53
Vermont,91,Dartmouth,78
Davidson,72,G Washington,45
Detroit,85,Cleveland St,84
Florida,71,Mississippi St,54
Louisville,73,Florida St,69
George Mason,81,St Joseph's PA,79
Georgia Tech,60,Notre Dame,53
Hartford,84,MA Lowell,73
Indiana St,69,Northern Iowa,67
UMBC,72,Maine,67
Massachusetts,86,La Salle,79
Michigan St,76,Rutgers,72
New Hampshire,71,Binghamton,67
Duke,87,Pittsburgh,52
St Bonaventure,77,Fordham,61
Furman,73,Chattanooga,55
Villanova,89,Xavier,65
Virginia Tech,83,Wake Forest,75
W Carolina,58,Mercer,56
Wofford,63,Harvard,62
Oakland,95,Youngstown St,82
IUPUI,72,WI Milwaukee,71
Quinnipiac,80,Marist,79
Albany NY,78,Stony Brook,65
LSU,75,Arkansas,54
Evansville,64,Missouri St,55
Abilene Chr,82,Houston Bap,74
IL Chicago,84,WI Green Bay,73
Loyola-Chicago,68,Illinois St,61
Kansas St,86,Oklahoma St,82
SE Louisiana,63,Lamar,58
Missouri,68,Georgia,56
Nicholls St,85,McNeese St,80
Northwestern,83,Minnesota,60
Temple,66,SMU,64
SF Austin,78,New Orleans,68
Texas,99,TCU,98
Valparaiso,77,Drake,60
Sam Houston St,82,TAM C. Christi,50
Cent Arkansas,92,Incarnate Word,76
UNLV,81,Air Force,76
New Mexico,75,Wyoming,66
Colorado St,84,Utah St,75
Long Beach St,80,CS Northridge,70
USC,70,Colorado,58
Hawaii,57,Cal Poly,45
Bentley,73,American Intl,60
NC Pembroke,68,Augusta,62
Barry,102,FL Southern,80
Mt Olive,76,Barton,75
Bloomfield,81,Univ Sciences,64
Bloomsburg,95,Millersville,72
Livingstone,70,Bowie St,63
Bridgeport,90,Molloy,84
California PA,81,Pitt-Johnstown,80
Carson-Newman,91,Tusculum,86
Catawba,77,Coker,71
Post,81,Chestnut Hill,63
West Chester,99,Cheyney St,51
Slippery Rock,98,Clarion,69
Clayton St,88,Georgia C&S,64
Georgia SW,83,Columbus St,72
Georgian Court,84,Concordia NY,72
Daemen,80,Dist Columbia,56
Dominican NY,78,Holy Family,71
Lynn,78,Eckerd,74
Gannon,83,Edinboro,69
Embry-Riddle FL,92,Nova SE,81
Goldey Beacom,80,Felician,67
SC Aiken,87,Flagler,67
Francis Marion,84,Lander,77
Franklin Pierce,86,Pace,79
Lees-McRae,76,King TN,74
Kutztown,92,Mansfield,90
Lenoir Rhyne,77,Wingate,75
Shippensburg,92,Lock Haven,75
Rogers St,70,Lubbock Chr,55
Mercyhurst,69,Seton Hill,63
North Georgia,90,Young Harris,88
Rollins,71,Tampa,69
Adrian,74,Trine,67
Alma,70,Albion,54
Lycoming,86,Albright,85
D'Youville,74,Alfred St,69
Wooster,79,Allegheny,58
Anderson IN,83,Manchester,77
Arcadia,94,Lebanon Val,82
Wheaton IL,86,Augustana IL,81
Babson,81,Coast Guard,65
Ohio Northern,80,Baldwin-Wallace,73
Spalding,69,Blackburn,65
Bluefield WV,87,WV Tech,65
Bridgewater MA,82,MA Liberal Arts,71
Randolph Macon,82,Bridgewater VA,73
PSU-Abington,101,Bryn Athyn,77
Occidental,62,Caltech,54
Hope,77,Calvin,72
Capital,85,Heidelberg,75
Cazenovia,83,Wells,79
Chapman,79,Whittier,75
Chris Newport,83,S Virginia,58
Springfield,101,Clark MA,63
Simpson IA,79,Coe,69
Colby,87,Pine Manor,79
St Thomas MN,91,Concordia Mhd,61
Wilkes,78,Delaware Val,69
DePauw,83,Denison,70
DeSales,88,Manhattanville,78
Drew,87,Moravian,80
Misericordia,82,Eastern Univ,72
Elmhurst,91,North Park,76
Wash & Lee,97,E Mennonite,82
MIT,83,Emerson,69
Eureka,95,Westminster MO,59
King's PA,81,FDU Madison,67
St Scholastica,87,Finlandia,58
Salem MA,80,Fitchburg St,63
Iowa Wesleyan,100,Fontbonne,97
Framingham St,69,Worcester St,61
Rose-Hulman,69,Franklin IN,66
Frostburg St,68,Mary Washington,63
Juniata,64,Goucher,53
Guilford,73,Randolph Col,55
Lynchburg,101,Hampden-Sydney,92
PSU-Behrend,77,Hilbert,64
Hiram,88,Ohio Wesleyan,79
Messiah,69,Hood,60
LaGrange,88,Huntingdon,85
John Carroll,122,Otterbein,66
Olivet MI,75,Kalamazoo,58
Kean,63,Wm Paterson,60
Keene St,88,W Connecticut,67
Kenyon,98,Oberlin,82
Keuka,78,Morrisville St,77
La Roche,81,Pitt-Greensburg,61
Redlands,80,La Verne,74
Loras,97,NE Wesleyan,87
MN Morris,103,Luther MN,79
MA Boston,68,Plymouth St,53
St Olaf,89,Macalester,71
Webster Univ,71,MacMurray,53
Marietta,78,Mt Union,57
Marymount VA,72,Wesley DE,70
Medaille,82,Pitt-Bradford,66
Merchant Marine,73,St Joseph's LI,71
N Central IL,71,Millikin,54
Rutgers-Camden,72,Montclair St,71
Mt St Joseph,73,Transylvania,64
York PA,88,PSU-Harrisburg,78
Ramapo,86,Rowan,76
Salisbury,73,St Mary's MD,50
St Joseph's NY,64,Sarah Lawrence,57
Scranton,84,Susquehanna,73
VA Wesleyan,94,Shenandoah,88
St Vincent,70,Thiel,59
SUNYIT,60,SUNY-Cobleskill,52
Thomas More,80,Waynesburg,67
Wittenberg,72,Wabash,58
Worcester Tech,74,Wheaton MA,64
WI Whitewater,78,WI Eau Claire,65
WI Stevens Pt,66,WI LaCrosse,64
WI Oshkosh,89,WI Stout,66
WI River Falls,91,WI Platteville,84
Bluffton,75,Defiance,47
Geneva,67,Chatham,58
Hanover,90,Earlham,54
Queens NC,81,Newberry,75
Hamline,51,Carleton MN,47
Anderson SC,88,Mars Hill,76
Carthage,69,Carroll WI,65
Catholic,84,Elizabethtown,73
Northland,79,N Central MN,68
T Jefferson,89,Nyack,68
Wilson,81,PSU-Berks,62
St Rose,88,Stonehill,59
Westminster PA,72,Grove City,67
Caldwell,86,Wilmington DE,64
Wilmington OH,91,Muskingum,87
Mt St Mary NY,76,Old Westbury,51
Methodist,64,Peace,48
KY Wesleyan,81,Salem WV,68
Buena Vista,96,Dubuque,87
E Stroudsburg,85,Indiana PA,82
E Connecticut,101,MA Dartmouth,77
Piedmont,72,Brevard,56
Florida Tech,88,St Leo,83
Paine,86,Fort Valley St,83
PSU-Altoona,69,Mt Aloysius,56
Gust Adolphus,69,St Mary's MN,62
Farmingdale,74,Purchase,61
Northwestern MN,74,WI Superior,69
Bethany Luth,100,Crown MN,84
Academy of Art,81,Dominican CA,74
S Wesleyan,84,North Greenville,73
NJ City,81,R Stockton,67
Virginia St,89,JC Smith,80
Wartburg,73,Luther IA,51
Bethel MN,78,Augsburg,67
Queens NY,81,Mercy,78
Mt St Vincent,58,NY Maritime,51
RI College,67,S Maine,51
College of NJ,76,Rutgers-Newark,65
Bethany WV,69,Wash & Jeff,66
Alvernia,78,Widener,66
Bluefield VA,93,Benedict,85
Assumption,84,NYIT,75
SW Adventist,59,Dallas Univ,56
Dallas Bap,98,Paul Quinn,51
UC Santa Cruz,94,Bethesda,65
Belmont Abbey,94,Piedmont Bap,66
New Rochelle,94,Davis,66
American Univ,76,Loyola MD,65
Georgia St,71,Appalachian St,58
Army,81,Lafayette,71
Boston Univ,72,Colgate,58
Bucknell,78,Lehigh,65
Col Charleston,82,Northeastern,66
Ga Southern,77,Coastal Car,66
Samford,107,Citadel,91
Delaware,72,Drexel,66
ETSU,68,UNC Greensboro,58
Wichita St,95,East Carolina,60
UNC Wilmington,80,Elon,78
Long Island,90,F Dickinson,85
Manhattan,59,Fairfield,53
Iona,71,Siena,69
Jacksonville,65,Kennesaw,58
Mt St Mary's,81,Sacred Heart,75
Navy,61,Holy Cross,56
Marshall,91,Charlotte,83
NC State,78,Clemson,77
North Florida,102,Lipscomb,96
Ohio St,91,Maryland,69
WKU,75,Old Dominion,68
St Francis PA,89,Robert Morris,80
St Francis NY,77,Central Conn,60
Stetson,80,NJIT,67
Hofstra,76,Towson,73
William & Mary,89,James Madison,82
South Dakota,68,IPFW,58
FL Gulf Coast,75,SC Upstate,58
Wright St,84,N Kentucky,81
Wagner,71,Bryant,62
Ark Little Rock,77,UT Arlington,65
Texas St,73,Arkansas St,67
UAB,86,Southern Miss,75
Tennessee St,69,E Illinois,65
Houston,104,Tulsa,71
Iowa,104,Illinois,97
Jacksonville St,76,Murray St,71
MTSU,72,Louisiana Tech,57
SE Missouri St,78,Morehead St,75
E Kentucky,78,TN Martin,70
Tennessee Tech,86,Austin Peay,74
Florida Intl,79,UT San Antonio,76
NE Omaha,87,W Illinois,66
Belmont,76,SIUE,61
North Dakota,81,Idaho St,58
Denver,67,N Dakota St,61
S Dakota St,78,Oral Roberts,75
Arizona,62,Oregon St,53
Oregon,76,Arizona St,72
BYU,83,Pepperdine,63
Weber St,78,N Colorado,74
FL Atlantic,73,UTEP,66
CS Fullerton,67,UC Irvine,64
Gonzaga,103,Portland,57
Loy Marymount,67,San Francisco,65
Pacific,74,San Diego,70
Montana,78,CS Sacramento,66
St Mary's CA,81,Santa Clara,57
UCLA,83,Utah,64
Washington,66,California,56
Stanford,79,Washington St,70
Portland St,93,Montana St,74
UC Davis,75,UC Riverside,65
C Washington,72,AK Anchorage,71
Ald-Broaddus,79,Cedarville,72
W Texas A&M,81,Angelo St,77
St Edward's,83,Arkansas-FS,75
Henderson St,106,Arkansas Tech,96
Ouachita,82,Ark Monticello,78
Ashland,89,Grand Valley St,80
Bellarmine,66,Lewis,54
E New Mexico,70,Cameron,67
Emporia St,71,C Oklahoma,69
Wheeling Jesuit,69,Concord,67
Seattle Pacific,74,Concordia OR,72
CS Chico,65,CS San Bern.,57
UC San Diego,86,CS Monterey Bay,80
CS Poly Pomona,73,Humboldt St,70
CS San Marcos,79,CSU East Bay,71
OH Dominican,79,Davis & Elkins,67
Fairmont St,67,Urbana,57
Ferris St,85,Michigan Tech,66
WV State,89,Glenville St,83
S Arkansas,88,Harding,55
IL Springfield,61,MO St Louis,59
S Indiana,87,Indianapolis,65
Malone,66,Lake Erie,57
Lake Superior,78,N Michigan,60
MO Southern,89,Lindenwood,79
Maryville MO,79,McKendree,66
Midwest TX St,89,W New Mexico,79
Truman St,96,Missouri S&T,73
MT St-Billings,78,Simon Fraser,73
Washburn,82,NE Oklahoma,70
Southern Nazarene,82,NW Oklahoma St,73
Trevecca Naz,97,Ohio Valley,83
SE Oklahoma,89,OK Baptist,86
Oklahoma Chr,62,Texas A&M Intl,60
Permian Basin,79,TX A&M K'ville,50
Wm Jewell,80,Rockhurst,65
W Oregon,79,St Martin's,71
West Liberty,120,UVA-Wise,85
Albertus Magnus,91,Rivier,65
Mt Ida,83,Anna Maria,74
Baruch,69,John Jay,56
Becker,84,Wheelock,75
Belhaven MS,102,Univ Ozarks,96
Cabrini,93,Marywood,66
Keystone,84,Centenary NJ,80
Medgar Evers,80,City Col NY,78
Colby,79,ME Farmington,71
Concordia TX,100,McMurry,73
W New England,98,Curry,64
Northwood MI,57,Davenport,52
Ursinus,87,Dickinson,75
Newbury,91,Elms,67
Lasell,82,Emmanuel MA,73
Roger Williams,72,E Nazarene,71
Gordon,105,Endicott,98
Muhlenberg,74,Gettysburg,67
New Mexico St,70,Grand Canyon,59
Gwynedd-Mercy,106,Summit,69
Hardin-Simmons,90,M Hardin-Baylor,86
Utica,84,Hartwick,71
Haverford,59,McDaniel Col,57
Lehman,72,Hunter,67
S Vermont,76,Lesley,59
Norwich,71,Regis MA,63
Stevens Tech,73,Russell Sage,72
Wentworth Tech,97,U New England,89
WV Wesleyan,84,Charleston WV,81
Concordia WI,72,Edgewood,65
UT Dallas,96,E Texas Bap,79
Shepherd,94,Notre Dame OH,91
UT Tyler,93,Louisiana Col,83
AK Fairbanks,80,NW Nazarene,74
Neumann,97,Cairn,64
Lincoln MO,75,Pittsburg St,70
St Mary's TX,99,Newman,94
Seattle,67,Chicago St,64
Tiffin,61,Purdue Northwest,58
Rosemont,78,Immaculata,70
Frank & Marsh,82,Washington MD,73
Utah Valley,95,Missouri KC,59
York NY,86,Brooklyn Col,77
Aurora,81,Benedictine IL,79
Swarthmore,79,Johns Hopkins,70
Nichols,90,Salve Regina,64
UTRGV,87,CS Bakersfield,74
Wayne St MI,74,Saginaw Val,57
East Central OK,89,SW Oklahoma,88
Point Loma,68,Biola,55
Erskine,84,Bob Jones,66
Mitchell,94,Dean,86
Johnson St,92,Vermont Tech,67
Lane,77,Philander Smith,72
Pfeiffer,120,Columbia Intl,68
Butler,94,Marquette,83
Campbell,65,High Point,64
Canisius,70,St Peter's,58
Winthrop,64,Charleston So,53
Dayton,106,VA Commonwealth,79
Detroit,93,Youngstown St,91
Kent,70,Ohio,69
Longwood,58,Liberty,51
Niagara,78,Monmouth NJ,77
Oakland,81,Cleveland St,68
Penn St,76,Nebraska,74
Penn,69,Cornell,61
UNC Asheville,76,Presbyterian,56
Princeton,72,Columbia,56
Rider,78,Quinnipiac,60
Yale,78,Brown,72
Gardner Webb,59,Radford,54
Providence,71,DePaul,64
IL Chicago,88,WI Milwaukee,73
IUPUI,67,WI Green Bay,61
Idaho,58,E Washington,51
St Anselm,86,American Intl,58
Augustana SD,95,Moorhead St,85
Black Hills St,67,Ft Lewis,64
Sonoma St,81,Cal St-LA,63
Western St CO,86,Colorado Chr,72
Colorado Mines,82,Mesa St,72
Col Springs,74,NM Highlands,66
S Francisco St,69,CS Dom. Hills,61
Metro St,63,CSU-Pueblo,60
Daemen,74,CW Post,66
Minot St,91,MN Mankato,83
SW Minnesota,82,MN Crookston,75
Winona St,71,MN Duluth,52
Roberts Wslyn,91,NYIT,81
Westminster UT,75,Regis CO,67
Upper Iowa,84,St Cloud,74
Nazareth,87,Alfred,67
Hobart & Smith,97,Bard,58
Middlebury,82,Bates,76
Centre,84,Berry,61
Birmingham So,104,Hendrix,92
Trinity CT,73,Bowdoin,68
Washington MO,84,Brandeis,56
Brockport St,71,SUNY Fredonia,69
Geneseo St,81,Buffalo St,64
Emory,82,Carnegie Mellon,77
Rochester NY,90,Case Western,71
Chicago,80,NYU,70
Husson,87,Colby-Sawyer,66
Lawrence,66,Cornell IA,64
Plattsburgh St,80,Cortland St,78
NC Wesleyan,81,Ferrum,58
Whitman,117,George Fox,63
Grinnell,107,Lake Forest,93
Hamilton,76,Wesleyan CT,70
St John Fisher,98,Houghton,48
N England Col,77,ME Maritime,52
Rhodes,103,Millsaps,96
Ripon,85,Monmouth IL,70
Oglethorpe,65,Sewanee,60
SUNY Potsdam,75,Oswego St,72
Puget Sound,105,Pacific OR,84
Willamette,80,Pac Lutheran,49
SUNY Canton,69,Pine Manor,67
Vassar,69,Rensselaer,66
Trinity TX,83,TX Lutheran,67
Tufts,69,Williams,63
Dallas Univ,83,Centenary,78
Linfield,65,Lewis & Clark,58
Northern St SD,71,Wayne St NE,69
Schreiner,94,SW Univ TX,88
Union NY,71,Clarkson,66
Colorado Col,87,Austin Col,82
Amherst,72,CT College,57
Hampton,78,Delaware St,56
St Norbert,73,Illinois Col,63
Concordia SP,70,Mary ND,66
Averett,103,Covenant,98
Bemidji St,74,Sioux Falls,68
Adams St,80,S Dakota Tech,70
Ithaca,82,St Lawrence,67
Knox,50,Beloit,48
Skidmore,77,Rochester Tech,76
Albany Pharmacy,70,Alfred St,61
Akron,80,Bowling Green,78
Ga Southern,60,Appalachian St,59
Boston College,86,Dartmouth,72
Buffalo,82,Miami OH,66
Central Conn,80,Bryant,76
Toledo,93,C Michigan,82
Clemson,72,Miami FL,63
Georgia St,72,Coastal Car,58
Citadel,110,Chattanooga,101
Hofstra,91,Drexel,86
Duke,89,Wake Forest,71
Duquesne,101,La Salle,94
ETSU,89,VMI,48
Elon,63,Col Charleston,58
Robert Morris,81,F Dickinson,75
Florida St,101,Syracuse,90
George Mason,86,St Louis,81
South Carolina,64,Georgia,57
Hartford,97,Binghamton,65
Jacksonville,87,Lipscomb,69
Delaware,61,James Madison,60
Long Island,69,Wagner,67
Louisville,94,Virginia Tech,86
Albany NY,84,Maine,66
Manhattan,72,Siena,61
Marist,95,Fairfield,89
Mercer,81,Samford,50
Michigan,82,Michigan St,72
WKU,73,Charlotte,63
Northeastern,81,UNC Wilmington,77
North Carolina,69,Notre Dame,68
North Florida,85,Kennesaw,78
Old Dominion,82,Marshall,76
Penn,77,Columbia,71
Georgia Tech,69,Pittsburgh,54
Princeton,91,Cornell,54
Rhode Island,87,St Bonaventure,73
Richmond,78,G Washington,68
Seton Hall,74,Georgetown,61
Cincinnati,78,South Florida,55
Sacred Heart,92,St Francis NY,52
Mt St Mary's,81,St Francis PA,80
Villanova,78,St John's,71
Stetson,87,SC Upstate,69
Memphis,75,Temple,72
Tennessee,75,Texas A&M,62
Vermont,73,Stony Brook,62
W Michigan,73,Ball St,58
UNC Greensboro,66,W Carolina,55
Towson,99,William & Mary,73
Wofford,79,Furman,70
Xavier,92,Creighton,70
IPFW,82,NE Omaha,78
FL Gulf Coast,68,NJIT,54
UMBC,89,MA Lowell,62
Arkansas,65,Missouri,63
Texas St,72,Ark Little Rock,70
UT Arlington,97,Arkansas St,71
UAB,74,Louisiana Tech,62
Drake,81,Evansville,65
Belmont,75,E Illinois,66
Iowa St,75,Baylor,65
Austin Peay,87,Jacksonville St,67
Kansas,73,Kansas St,72
Loyola-Chicago,81,Bradley,65
Alabama,74,LSU,66
MTSU,69,Southern Miss,49
Purdue,81,Minnesota,47
Mississippi,78,Florida,72
Auburn,76,Mississippi St,68
New Orleans,61,TAM C. Christi,55
Nicholls St,86,Cent Arkansas,79
N Illinois,72,E Michigan,66
Northern Iowa,81,Valparaiso,76
Abilene Chr,69,Northwestern LA,58
Oklahoma,102,TCU,97
Oklahoma St,65,Texas,64
North Texas,85,Rice,78
Sam Houston St,81,Houston Bap,68
McNeese St,71,SE Louisiana,62
E Kentucky,91,SE Missouri St,86
Troy,79,South Alabama,64
S Illinois,74,Illinois St,70
SF Austin,83,Incarnate Word,63
ULL,82,ULM,48
Morehead St,71,TN Martin,67
Murray St,71,Tennessee Tech,45
FL Atlantic,73,UT San Antonio,69
Texas Tech,72,West Virginia,71
Connecticut,67,Tulane,57
Wichita St,72,Tulsa,69
Kentucky,74,Vanderbilt,67
SIUE,82,Tennessee St,79
North Dakota,89,Weber St,79
N Dakota St,82,Oral Roberts,64
S Dakota St,94,Denver,72
Arizona,90,Oregon,83
Arizona St,77,Oregon St,75
Boise St,83,San Diego St,80
N Colorado,94,Idaho St,80
Southern Utah,81,Northern Arizona,75
Colorado St,78,Wyoming,73
Fresno St,89,New Mexico,80
CS Fullerton,85,UC Davis,70
Nevada,83,Utah St,57
UC Irvine,71,CS Northridge,54
St Mary's CA,91,Pepperdine,67
Pacific,66,Portland,54
CS Sacramento,87,Montana St,68
San Diego,75,Loy Marymount,71
Gonzaga,75,San Francisco,65
Air Force,78,San Jose St,71
BYU,84,Santa Clara,50
Colorado,68,UCLA,59
Stanford,73,Washington,64
Washington St,78,California,53
Montana,92,Portland St,89
Long Beach St,75,UC Riverside,68
Hawaii,77,UC Santa Barbara,76
Academy of Art,69,Holy Names,66
Adelphi,106,St Michael's,74
NW Nazarene,79,AK Anchorage,78
AK Fairbanks,86,C Washington,83
Ald-Broaddus,67,OH Dominican,65
AL Huntsville,106,Auburn M'gomery,77
Coker,78,Anderson SC,72
Angelo St,84,Permian Basin,83
Dallas Bap,76,Arkansas-FS,60
S Arkansas,80,Arkansas Tech,76
Ark Monticello,82,Henderson St,72
Assumption,74,Pace,67
North Georgia,91,Augusta,84
Cal Baptist,75,Azusa Pacific,69
Embry-Riddle FL,86,Barry,77
WI Parkside,80,Bellarmine,68
Limestone,79,Belmont Abbey,64
New Haven,87,Bentley,84
Bloomfield,95,Goldey Beacom,88
E Stroudsburg,98,Bloomsburg,62
Bowie St,69,Lincoln PA,64
Bridgeport,99,Queens NY,81
Caldwell,88,Georgian Court,72
Seton Hill,90,California PA,87
S Francisco St,90,Cal St-LA,82
Cameron,101,W New Mexico,79
Carson-Newman,81,Wingate,66
Catawba,83,Mars Hill,68
Davis & Elkins,87,Cedarville,68
Central St OH,89,Miles,80
Westminster UT,69,Chadron St,51
Chaminade,85,Dominican CA,63
Nyack,81,Chestnut Hill,79
Shippensburg,84,Cheyney St,50
Chowan,64,Eliz. City St,60
Valdosta St,72,Chr Brothers,70
Gannon,87,Clarion,65
SC Aiken,91,Clayton St,86
C Missouri,69,MO Western,64
Washburn,49,C Oklahoma,47
Mesa St,85,Colorado Chr,70
Western St CO,79,Colorado Mines,76
CSU-Pueblo,81,Col Springs,71
NC Pembroke,73,Columbus St,69
West Liberty,119,Concord,110
Concordia NY,91,Wilmington DE,87
St Martin's,75,Concordia OR,62
Minot St,80,Concordia SP,67
CS Chico,76,CS Poly Pomona,65
Sonoma St,80,CS Dom. Hills,64
CS San Marcos,84,CS Monterey Bay,81
CS San Bern.,90,Humboldt St,79
UC San Diego,73,CSU East Bay,68
Delta St,53,Montevallo,38
Thomas Aquinas,78,Dist Columbia,75
Dixie St,77,Notre Dame CA,56
Dominican NY,58,Univ Sciences,56
Drury,118,Missouri S&T,74
Southern Nazarene,85,East Central OK,66
Indiana PA,70,Edinboro,67
Lees-McRae,76,Emmanuel GA,74
NE Oklahoma,89,Emporia St,87
Midwest TX St,89,E New Mexico,87
King TN,79,Erskine,57
JC Smith,67,Fayetteville St,57
Felician,82,Holy Family,72
Ferris St,74,N Michigan,71
Findlay,59,Hillsdale,50
Young Harris,79,Flagler,75
Florida Tech,96,Tampa,74
Rollins,117,FL Southern,111
Fort Hays St,78,NE Kearney,69
Morehouse,72,Fort Valley St,70
Georgia SW,93,Francis Marion,71
Fresno Pacific,105,Hawaii Hilo,92
Ft Lewis,73,S Dakota Tech,68
Georgia C&S,75,Lander,64
Grand Valley St,80,Tiffin,71
Harding,77,Ouachita,73
Point Loma,87,Hawaii Pacific,65
IL Springfield,94,Quincy,89
Indianapolis,80,Lewis,79
Kentucky St,85,Tuskegee,79
Kutztown,87,Millersville,77
Ohio Valley,86,KY Wesleyan,84
Lake Erie,83,Walsh,79
Lake Superior,84,Michigan Tech,73
Lane,66,Spring Hill,64
Pittsburg St,85,Lindenwood,65
Shaw NC,84,Livingstone,78
West Chester,86,Lock Haven,77
Lynn,75,Palm Beach Atl,73
Slippery Rock,82,Mansfield,75
MN Mankato,80,Mary ND,64
MO St Louis,59,McKendree,57
Pitt-Johnstown,67,Mercyhurst,64
Metro St,73,NM Highlands,41
Sioux Falls,68,MN Crookston,56
MN Duluth,72,Upper Iowa,69
Moorhead St,90,Wayne St NE,66
Mt Olive,96,S Wesleyan,72
W Washington,100,MT St-Billings,91
Newman,86,Texas A&M Intl,85
North Alabama,99,West Georgia,92
Northwood MI,73,Wayne St MI,71
NW Missouri,78,SW Baptist,46
NW Oklahoma St,79,OK Baptist,73
St Mary's TX,70,Oklahoma Chr,67
Truman St,107,Rockhurst,95
Rogers St,91,St Edward's,88
Stonehill,96,S Connecticut,80
W Oregon,83,Seattle Pacific,79
SE Oklahoma,83,SW Oklahoma,72
Shepherd,61,Urbana,58
St Augustine's,74,W Salem St,65
Winona St,102,St Cloud,100
W Texas A&M,70,TX A&M K'ville,69
Wheeling Jesuit,86,UVA-Wise,72
Virginia St,82,Virginia Union,72
WV State,86,WV Wesleyan,68
Adrian,74,Hope,63
Alabama St,70,Alabama A&M,67
Albertus Magnus,84,Emmanuel MA,68
Albion,68,Kalamazoo,61
Messiah,101,Albright,100
Alcorn St,77,MS Valley St,63
Alfred,86,St John Fisher,81
Ohio Wesleyan,110,Allegheny,48
Olivet MI,89,Alma,88
Lycoming,79,Arcadia,75
Aurora,94,Edgewood,84
Babson,68,Clark MA,64
Baldwin-Wallace,79,Otterbein,66
Rensselaer,67,Bard,62
Williams,79,Bates,68
Becker,78,Elms,59
Bethany Luth,90,Maranatha Bap,68
Webster Univ,76,Blackburn,73
Bridgewater MA,84,Westfield St,44
