W Illinois,69,American Univ,56
WI Green Bay,59,E Illinois,57
South Dakota,93,Drake,65
Abilene Chr,62,Air Force,58
BYU,80,Illinois St,68
Colorado,75,New Mexico,57
Idaho St,74,CS Northridge,66
San Diego,65,New Mexico St,60
Northern Arizona,79,San Diego Chr,70
Southern Utah,94,Long Beach St,89
Utah St,62,UC Irvine,59
Utah Valley,83,Weber St,56
UC Davis,71,Pacific,67
Cent Arkansas,96,California,69
Idaho,91,Washington St,64
CS Fullerton,76,Portland,66
Hawaii,72,Prairie View,60
Academy of Art,65,Notre Dame CA,56
Carson-Newman,81,Anderson SC,65
Lenoir Rhyne,76,Belmont Abbey,58
S New Hampshire,89,Bentley,80
Kutztown,87,Bowie St,79
Bridgeport,97,CW Post,70
Mt Olive,65,Chowan,64
Chr Brothers,64,Lane,54
Concord,84,Glenville St,70
FL Southern,112,Embry-Riddle FL,98
E Stroudsburg,95,Molloy,74
Fairmont St,78,Wheeling Jesuit,74
Washburn,69,Fort Hays St,58
Goldey Beacom,84,Millersville,76
NW Missouri,74,MO Western,60
WV State,98,Notre Dame OH,88
Southern Nazarene,72,SE Oklahoma,67
West Liberty,99,Shepherd,80
WV Wesleyan,71,UVA-Wise,70
Albright,83,Widener,78
Kenyon,64,Allegheny,62
Franklin IN,100,Anderson IN,98
Messiah,77,Arcadia,70
Lincoln Mem,108,Bluefield VA,61
Cabrini,80,Cairn,70
PSU-Behrend,81,Carnegie Mellon,75
Carthage,88,North Park,53
Case Western,64,Thiel,56
Catholic,79,St Vincent,74
Cazenovia,78,SUNY-Cobleskill,67
Rosemont,73,Centenary NJ,62
Chapman,61,Pomona Pitzer,54
Chatham,98,Pitt-Bradford,63
Chris Newport,76,St Mary's MD,52
Redlands,72,Claremont M.S.,67
Coastal Car,85,Hampton,81
Coe,71,Luther IA,66
Cornell IA,114,Grinnell,111
Emory,80,Covenant,73
Denison,80,Oberlin,61
Wittenberg,77,DePauw,64
Dickinson,73,Gettysburg,68
Milwaukee Eng,84,Edgewood,80
Elmhurst,90,Millikin,85
Tufts,71,Emerson,67
Lewis & Clark,88,Evergreen St,80
York PA,92,Frostburg St,75
Gwynedd-Mercy,105,Goucher,69
St Olaf,63,Hamline,56
Muhlenberg,88,Haverford,79
Hilbert,84,Medaille,80
Wooster,91,Hiram,70
IL Chicago,76,WI Parkside,48
Lake Forest,79,Illinois Col,62
IL Wesleyan,82,Wheaton IL,79
Mt Union,87,John Carroll,83
Norwich,65,Johnson St,60
Monmouth IL,81,Knox,70
Lakeland,95,WI Lutheran,79
Westminster PA,80,La Roche,70
Whittier,92,La Verne,66
Stevenson,82,Lebanon Val,80
Wartburg,98,Loras,87
Portland St,94,Loy Marymount,85
Thomas More,61,Manchester,57
Salisbury,65,Marymount VA,58
Mary Washington,82,S Virginia,70
Washington MD,67,McDaniel Col,62
Wm Paterson,84,Montclair St,82
Utica,87,Morrisville St,74
Pitt-Greensburg,73,Mt Aloysius,70
Mt St Joseph,84,Rose-Hulman,68
Ohio Wesleyan,81,Wabash,74
Wash & Lee,100,Peace,73
Ramapo,60,Rutgers-Newark,47
Roanoke,72,Randolph Col,43
R Stockton,85,Rutgers-Camden,77
St Scholastica,75,WI Superior,56
Swarthmore,67,Ursinus,60
Wesleyan CT,83,Vassar,68
Charleston WV,78,Urbana,67
Marian WI,90,Concordia WI,72
Occidental,67,Cal Lutheran,63
Guilford,79,Methodist,62
Transylvania,95,Hanover,81
Carleton MN,78,St Mary's MN,38
MN Morris,94,Crown MN,86
Neumann,102,Delaware Val,74
NE Wesleyan,99,Central IA,86
St Edward's,90,St Mary's TX,76
St Rose,75,Adelphi,59
Bethany WV,73,Waynesburg,65
Ohio Northern,92,Wilmington OH,83
Kentucky St,98,Salem WV,89
Simpson IA,87,Dubuque,83
Bluffton,81,Earlham,78
Frank & Marsh,65,Johns Hopkins,59
PSU-Altoona,91,Franciscan OH,49
College of NJ,104,Rowan,92
Gust Adolphus,64,Augsburg,62
Hamilton,112,SUNYIT,96
Thomas ME,78,Wheelock,61
Benedictine IL,75,Rockford,70
Bethany Luth,97,Northwestern MN,72
N Central MN,101,Luther MN,83
Geneva,74,Wash & Jeff,49
Bryn Athyn,78,St Elizabeth,68
NJ City,87,Kean,76
St Norbert,73,Lawrence,59
Lycoming,73,Alvernia,62
St John's MN,114,Macalester,96
Augustana IL,79,N Central IL,72
Mercy,100,NYIT,71
Averett,63,VA Wesleyan,59
Ripon,73,Beloit,60
Bethel MN,73,St Thomas MN,58
MT St-Billings,89,MT Tech,66
Henderson St,115,Dallas Chr,67
Linfield,69,Northwest Chr,66
PSU York,81,Valley Forge,68
Kalamazoo,81,St Francis IL,60
Moravian,81,PSU-Lehigh Val,65
PSU Wilkes-Barre,75,Summit,70
CS Sacramento,97,Antelope Val,74
Stony Brook,76,Columbia,66
Georgetown,81,Howard,67
Hartford,77,Quinnipiac,75
Drexel,72,La Salle,70
Maryland,87,Ohio,62
UNC Greensboro,75,Elon,44
Purdue,80,Valparaiso,50
Rutgers,73,NJIT,64
Iowa St,84,Iowa,78
Northern Iowa,62,UT Arlington,58
San Francisco,81,E Washington,71
Angelo St,94,Midwest TX St,82
Bellarmine,76,WI Parkside,40
Caldwell,73,Pace,68
TX A&M K'ville,63,Cameron,59
Cedarville,80,Trevecca Naz,70
Virginia Union,85,Cheyney St,47
C Oklahoma,83,SW Baptist,64
CS Stanislaus,67,Humboldt St,62
Drury,87,Quincy,72
Emporia St,76,NE Kearney,69
TX A&M Commerce,85,E New Mexico,78
Ferris St,76,Northwood MI,65
Findlay,96,Walsh,87
Michigan Tech,78,Grand Valley St,68
Hillsdale,77,Malone,51
Rockhurst,77,IL Springfield,74
Lewis,88,Indianapolis,75
KY Wesleyan,73,OH Dominican,70
Lake Erie,86,Ohio Valley,79
Lake Superior,89,Saginaw Val,60
Lindenwood,90,Pittsburg St,85
Truman St,80,McKendree,70
MO St Louis,77,Wm Jewell,74
S Francisco St,64,Sonoma St,55
Tarleton St,85,W New Mexico,59
Albertus Magnus,91,Mitchell,81
Bard,83,Russell Sage,64
Bowdoin,70,Bates,63
Brandeis,75,Newbury,62
S Carolina St,93,Brevard,65
Muskingum,86,Capital,74
W New England,90,CT College,76
Davenport,77,Tiffin,61
DeSales,89,PSU-Berks,63
Dominican IL,88,Maranatha Bap,73
Drew,90,FDU Madison,69
Worcester Tech,75,E Connecticut,70
Plymouth St,77,Elms,54
Merchant Marine,71,Farmingdale,53
Williams,106,Fitchburg St,56
Framingham St,59,Lesley,53
Keuka,74,Wells,70
Wheaton MA,65,Lasell,60
Tufts,73,MA Boston,58
MA Liberal Arts,78,Rivier,76
M Hardin-Baylor,85,UT Dallas,75
Mt Ida,109,Worcester St,93
NYU,100,New Rochelle,87
Purchase,67,Yeshiva,65
St Joseph's NY,75,Sarah Lawrence,60
Trinity CT,72,Springfield,54
Wentworth Tech,60,Emmanuel MA,56
Babson,72,Amherst,71
Nichols,90,Becker,77
Hardin-Simmons,88,UT Tyler,85
N Michigan,80,Purdue Northwest,73
Ashland,70,Wayne St MI,48
MO Southern,80,Lincoln MO,76
Maryville MO,81,Missouri S&T,60
MIT,76,RI College,63
Nazareth,80,Rochester Tech,75
Old Westbury,76,NY Maritime,66
Rochester NY,82,St John Fisher,64
MA Dartmouth,88,Roger Williams,79
J&W RI,74,Fisher,63
Dean,78,E Nazarene,73
Central Bap,80,Ouachita,71
Lees-McRae,102,Johnson TN,89
W Oregon,100,Portland Bible,57
N Central MN,119,Oak Hills Chr,116
Alfred St,78,SUNY-ESF,49
Kentucky Chr,91,Berea,89
Webster Univ,89,R Morris-Peoria,65
WI Stout,94,Silver Lake,59
Boston Univ,90,Bethune-Cookman,87
Liberty,71,MD E Shore,49
Dartmouth,73,Maine,66
Wake Forest,109,Army,80
Jacksonville St,75,ULM,56
Missouri St,88,Hampton,75
S Dakota St,103,Concordia NE,67
Oregon,95,Colorado St,65
Arizona St,82,St John's,70
TCU,84,Nevada,80
Oklahoma,85,USC,83
UC Riverside,67,Air Force,48
AK Fairbanks,102,Cal Miramar,73
Minot St,78,Augustana SD,75
Colorado Mines,70,Black Hills St,51
Col Springs,69,Chadron St,63
S Dakota Tech,77,Colorado Chr,64
Upper Iowa,85,Concordia SP,75
CS Monterey Bay,78,UC San Diego,76
Westminster UT,81,CSU-Pueblo,70
Roberts Wslyn,76,Dist Columbia,68
Ft Lewis,96,Mesa St,80
Wayne St NE,85,Mary ND,63
Regis CO,85,Metro St,65
Moorhead St,81,MN Crookston,78
SW Minnesota,68,MN Duluth,65
MN Mankato,83,Winona St,72
Panhandle St,84,SW Oklahoma,83
St Cloud,88,Sioux Falls,82
Adrian,66,WI Whitewater,53
Bridgewater VA,88,Keystone,72
Brockport St,97,Plattsburgh St,95
Oswego St,92,Buffalo St,83
Castleton,68,ME Maritime,52
UC Santa Cruz,72,Chapman,67
Corban,86,Willamette,73
Cortland St,77,SUNY Fredonia,56
Geneseo St,94,SUNY Potsdam,72
Husson,69,Green Mtn,52
WI Platteville,85,Hope,60
Hunter,67,John Jay,55
Lynchburg,73,Susquehanna,65
York NY,80,Medgar Evers,64
Middlebury,91,Skidmore,76
Randolph Macon,67,Misericordia,56
Rochester NY,75,Nazareth,63
Southern Nazarene,68,Oral Roberts,60
Trine,89,WI Lutheran,52
Mt Olive,67,Erskine,64
Neumann,79,Valley Forge,61
Northern St SD,75,Bemidji St,54
Thomas Aquinas,83,Daemen,73
Whitman,111,Colorado Col,69
Albright,79,Frank & Marsh,63
Adams St,94,Western St CO,81
Lehman,85,Brooklyn Col,62
Finlandia,77,Crown MN,73
MT St-Billings,85,Providence GF,74
Loyola NO,56,Spring Hill,51
CS Bakersfield,100,Life Pacific,71
C Washington,118,Langara,67
Maranatha Bap,89,Trinity Bib,59
E Mennonite,112,Apprentice,84
Lewis & Clark,119,Northwest Indian,70
Juniata,90,St Joseph VT,54
King's PA,104,PSU-Hazleton,72
W Coast Bap,82,Occidental,77
Akron,94,Appalachian St,89
American Univ,74,Howard,63
Ball St,71,Valparaiso,70
Boston College,89,Duke,84
Brown,89,MA Lowell,75
Butler,95,Youngstown St,67
Buffalo,88,Central Penn,54
UCF,76,Southern Univ,60
C Michigan,74,Tennessee Tech,69
Clemson,81,Samford,59
Connecticut,72,Coppin St,59
Penn,78,Dayton,70
Notre Dame,92,Delaware,68
W Michigan,87,Detroit,79
Duquesne,97,Delaware St,48
E Michigan,80,Central St OH,65
Florida,66,Cincinnati,60
Fordham,76,St Francis NY,68
Furman,101,S Carolina St,72
George Mason,77,NC Central,65
Georgetown,83,NC A&T,74
Georgia St,71,Montana,68
Holy Cross,62,New Hampshire,58
Jacksonville,89,Florida National,51
Lehigh,75,Mt St Mary's,60
Louisville,71,Indiana,62
Binghamton,77,Loyola MD,64
Manhattan,80,Morgan St,66
Stetson,79,Marist,76
Maryland,82,Gardner Webb,60
Massachusetts,72,Providence,63
Mercer,82,Florida A&M,64
Miami OH,81,IPFW,73
Michigan,78,UCLA,69
Michigan St,88,Southern Utah,63
Kentucky,93,Monmouth NJ,76
NC State,88,Missouri KC,69
Northeastern,71,Vermont,67
Oakland,82,Chicago St,50
Ohio St,97,William & Mary,62
Old Dominion,88,Bowling Green,46
Penn St,74,G Washington,54
West Virginia,69,Pittsburgh,60
Radford,76,Erskine,49
Richmond,74,James Madison,71
Hofstra,88,Rider,82
Rutgers,92,F Dickinson,54
Seton Hall,90,VA Commonwealth,67
Albany NY,74,Siena,69
St Bonaventure,75,Yale,67
Syracuse,72,Colgate,58
Temple,81,St Joseph's PA,78
Tennessee,81,Lipscomb,71
Marshall,93,Toledo,87
Towson,78,UMBC,65
VMI,81,Longwood,70
Wofford,104,J&W NC,45
Wright St,63,Kent,54
Xavier,96,Colorado,69
Sacred Heart,62,Lafayette,50
Iona,74,NJIT,70
Arkansas,95,Minnesota,79
Arkansas St,90,Henderson St,76
Auburn,85,UAB,80
Abilene Chr,72,Texas St,68
Baylor,105,Randall,82
Creighton,75,Nebraska,65
Drake,93,NE Omaha,74
Evansville,65,Canisius,58
DePaul,65,IL Chicago,55
Murray St,78,Illinois St,72
Tulsa,61,Kansas St,54
Lamar,112,Howard Payne,56
Louisiana Tech,91,Jackson St,62
Loyola-Chicago,80,Norfolk St,52
Memphis,90,Bryant,72
MTSU,77,Mississippi,58
Mississippi St,95,North Georgia,62
Missouri,100,WI Green Bay,77
North Texas,85,McNeese St,47
N Illinois,61,Central Conn,55
Northwestern LA,88,Louisiana Col,58
Wichita St,78,Oklahoma St,66
SE Missouri St,75,S Illinois,69
Houston,77,St Louis,58
SF Austin,81,Rice,62
UT San Antonio,87,Houston Bap,71
Texas A&M,73,Prairie View,53
FL Gulf Coast,85,UT Arlington,78
UTRGV,73,UC Irvine,59
W Illinois,90,WI Milwaukee,69
Marquette,82,Wisconsin,63
Cent Arkansas,69,Ark Little Rock,54
N Dakota St,88,North Dakota,79
Arizona,88,Alabama,82
Boise St,77,CS Sacramento,54
BYU,74,Weber St,68
Denver,84,SC Upstate,69
Idaho St,73,NW Nazarene,57
UC Santa Barbara,91,Montana St,69
New Mexico St,65,New Mexico,62
UTEP,76,Washington St,69
Utah,77,Utah St,67
Wyoming,86,Pacific,72
UC Davis,86,Wm Jessup,52
Fresno St,83,Cal Poly,63
CS Fullerton,91,Utah Valley,83
UNLV,89,Illinois,82
Loy Marymount,74,CS Northridge,57
Oregon St,85,Ark Pine Bluff,58
Long Beach St,78,Pepperdine,71
Portland,64,San Jose St,55
San Diego,79,Northern Arizona,51
California,63,San Diego St,62
Portland St,87,Santa Clara,84
CS Bakersfield,66,Idaho,55
Hawaii,82,Hawaii Hilo,64
American Intl,98,Adelphi,96
Georgia C&S,60,Albany GA,56
Ald-Broaddus,89,Davis & Elkins,71
Angelo St,81,Cameron,58
Ark Monticello,72,Delta St,56
Dixie St,88,Azusa Pacific,73
Barry,107,Tampa,103
Barton,95,Emmanuel GA,78
Belmont Abbey,80,S Wesleyan,66
St Anselm,88,Bentley,86
Colorado Chr,85,Black Hills St,80
Bloomfield,90,Caldwell,80
Bloomsburg,83,Clarion,80
Virginia Union,79,Bluefield WV,66
Bridgeport,131,NYIT,101
Cal Baptist,65,Point Loma,59
Carson-Newman,109,Coker,86
Tusculum,87,Catawba,73
KY Wesleyan,75,Cedarville,71
Metro St,79,Chadron St,67
Hawaii Pacific,102,Chaminade,82
Univ Sciences,64,Chestnut Hill,56
Edinboro,74,Cheyney St,60
Chr Brothers,74,Harding,59
C Oklahoma,83,Dallas Bap,72
Colorado Mines,94,S Dakota Tech,67
Regis CO,70,Col Springs,66
Concord,80,WV Wesleyan,69
Post,67,Concordia NY,62
Winona St,77,Concordia SP,59
CS Chico,62,S Francisco St,56
CS Stanislaus,67,Sonoma St,57
Dominican NY,67,Nyack,51
Eckerd,89,Palm Beach Atl,66
Fort Hays St,69,Emporia St,58
Tarleton St,68,E New Mexico,67
Gannon,71,E Stroudsburg,64
West Liberty,106,Fairmont St,100
Ferris St,81,Saginaw Val,45
Findlay,89,Malone,85
Florida Tech,103,Nova SE,99
Ft Lewis,93,Western St CO,92
UVA-Wise,82,Glenville St,65
Wilmington DE,61,Goldey Beacom,59
N Michigan,71,Grand Valley St,68
Hillsdale,73,Walsh,63
IL Springfield,81,Kentucky St,69
Indiana PA,63,Mansfield,52
Kutztown,84,Seton Hill,64
Lake Superior,92,Northwood MI,76
Lander,89,Livingstone,83
Limestone,94,Lees-McRae,90
Le Moyne,78,New Haven,70
MO Southern,97,Lindenwood,71
Pitt-Johnstown,76,Lock Haven,66
W Texas A&M,82,Lubbock Chr,72
West Chester,58,Mercyhurst,50
Slippery Rock,90,Millersville,78
Minot St,69,Wayne St NE,68
West Alabama,86,Mississippi Col,60
Northern St SD,76,MN Crookston,64
Sioux Falls,91,MN Duluth,66
MN Mankato,86,Upper Iowa,83
Washburn,78,NE Kearney,71
SW Baptist,92,NE Oklahoma,69
Newman,80,NW Oklahoma St,70
Westminster UT,75,NM Highlands,73
OH Dominican,82,Trevecca Naz,51
OK Baptist,80,Oklahoma Chr,74
S Connecticut,94,Pace,79
Wheeling Jesuit,67,Shepherd,62
Stonehill,107,S New Hampshire,98
SW Minnesota,82,St Cloud,59
Wayne St MI,58,Tiffin,56
TX A&M Commerce,75,W New Mexico,58
WV State,90,Urbana,83
Adrian,86,WI Lutheran,73
Albertus Magnus,85,Norwich,74
Alfred St,71,Penn Col Tech,64
Hiram,87,Allegheny,66
Mt St Joseph,80,Anderson IN,72
Arcadia,78,Stevenson,69
Ashland,86,Davenport,65
Augsburg,79,Loras,78
Muskingum,91,Baldwin-Wallace,78
Hamilton,89,Bard,83
Bates,82,Colby,79
Becker,79,Gordon,75
Brevard,68,Berea,62
Bethany Luth,65,St Scholastica,62
Blackburn,78,Eureka,61
Wesleyan CT,71,Brandeis,61
Endicott,84,Bridgewater MA,76
Brockport St,99,SUNY Potsdam,77
Bryn Athyn,76,Gallaudet,70
Cortland St,81,Buffalo St,55
Gwynedd-Mercy,103,Cabrini,92
Cairn,85,Summit,78
Caltech,74,UC Santa Cruz,65
WI Oshkosh,79,Calvin,74
Capital,70,Otterbein,59
Hobart & Smith,89,Carnegie Mellon,75
Kalamazoo,66,Case Western,64
Husson,89,Castleton,74
Thomas More,81,Chatham,58
Staten Island,83,City Col NY,47
Claremont M.S.,72,Pomona Pitzer,67
Clark MA,100,Newbury,85
Coe,77,North Park,69
Mitchell,75,CT College,68
Emerson,88,Curry,66
Defiance,76,Franklin IN,72
Swarthmore,75,Delaware Val,61
Wittenberg,86,Denison,55
Wooster,83,DePauw,63
DeSales,71,Muhlenberg,67
Pitt-Greensburg,84,D'Youville,69
Earlham,91,Manchester,86
E Connecticut,107,Plymouth St,55
Wheaton IL,98,Elmhurst,95
Manhattanville,86,Elmira,64
E Mennonite,109,Keystone,88
MIT,85,Fitchburg St,63
Webster Univ,84,Fontbonne,74
Framingham St,56,Wheelock,50
Franciscan OH,65,Pitt-Bradford,56
St Mary's MD,79,Frostburg St,76
Ga Southern,102,Savannah St,91
Plattsburgh St,92,Geneseo St,83
McDaniel Col,69,Goucher,53
Grand Canyon,87,Grambling,53
Green Mtn,58,ME Maritime,55
Grinnell,137,Lawrence,99
Grove City,71,Wash & Jeff,66
Heidelberg,98,Wilmington OH,87
La Roche,68,Hilbert,66
Lebanon Val,76,Hood,73
WI Stevens Pt,91,Hope,77
Huntingdon,64,Sewanee,59
IL Wesleyan,68,N Central IL,66
Indiana St,79,Indianapolis,75
John Carroll,93,Marietta,82
N England Col,73,Johnson St,60
Ramapo,95,Kean,57
Keene St,73,S Maine,58
Wabash,70,Kenyon,57
Keuka,63,SUNY-Cobleskill,60
Ripon,72,Knox,61
Lehman,96,S Vermont,71
Suffolk,61,Lesley,46
Sul Ross,92,Le Tourneau,82
Lycoming,74,Widener,63
Principia,80,MacMurray,52
York PA,88,Marymount VA,76
Maryville TN,90,Piedmont,77
Salisbury,70,Mary Washington,66
Thomas ME,74,ME Farmington,58
Pine Manor,77,ME Presque Isle,69
Milwaukee Eng,64,Rockford,60
Missouri S&T,86,Wm Woods,58
MN Morris,81,WI Superior,72
Morrisville St,97,Wells,67
PSU-Behrend,61,Mt Aloysius,52
Wentworth Tech,72,Mt Ida,65
Ohio Northern,86,Mt Union,82
Ohio Wesleyan,67,Oberlin,58
Oswego St,64,SUNY Fredonia,48
Shenandoah,80,Randolph Col,78
St Joseph's ME,87,Rivier,74
VA Wesleyan,58,Roanoke,55
Rose-Hulman,81,Transylvania,75
R Stockton,85,Wm Paterson,77
Russell Sage,89,SUNYIT,87
Rutgers-Newark,70,Rutgers-Camden,63
Salem MA,96,Worcester Tech,91
Salve Regina,79,Worcester St,73
Westminster MO,67,Spalding,64
Williams,68,Springfield,51
SUNY Oneonta,73,SUNY New Paltz,69
Waynesburg,56,Thiel,53
WI Whitewater,64,Trine,53
W New England,92,Westfield St,83
Charleston WV,103,Notre Dame OH,76
Concordia WI,72,Dominican IL,61
Shippensburg,84,California PA,59
Edgewood,83,Marian WI,60
Greenville,126,Iowa Wesleyan,112
Hanover,59,Bluffton,54
T Jefferson,54,Holy Family,52
SC Aiken,74,North Greenville,63
Mesa St,90,Adams St,87
Queens NC,90,Anderson SC,79
Aurora,90,Lakeland,76
Carleton MN,101,Macalester,76
Millikin,57,Carroll WI,54
M Hardin-Baylor,99,SW Univ TX,89
Augustana IL,70,Carthage,61
Stevens Tech,76,Catholic,70
Bemidji St,82,Moorhead St,81
Concordia TX,99,Centenary,81
Washington MO,87,Central IA,83
Luther MN,72,Northland,67
Centenary NJ,79,FDU Madison,73
Wilson,81,PSU-Abington,78
Pittsburg St,77,Lincoln MO,66
St Joseph's NY,61,St Joseph's LI,59
St Mary's TX,87,Texas A&M Intl,73
St Mary's CA,97,Seattle,73
Westminster PA,90,Bethany WV,69
Clarkson,72,Cazenovia,61
Mt St Mary NY,81,Old Westbury,63
South Carolina,80,Coastal Car,78
Colby-Sawyer,85,Lyndon St,74
St Norbert,61,Cornell IA,51
Alfred,89,SUNY Canton,85
King TN,84,Salem WV,78
Lynn,64,Lincoln PA,62
J&W RI,76,Emmanuel MA,69
PSU-Altoona,97,Medaille,81
Amherst,89,Lasell,62
Montclair St,95,Rowan,78
Nichols,106,Anna Maria,76
Gust Adolphus,65,Hamline,59
McMurry,91,UT Tyler,87
Northwestern MN,70,N Central MN,58
Luther IA,99,Crown MN,96
Claflin,83,St Augustine's,75
St Vincent,62,Geneva,56
Augustana SD,114,Mary ND,81
Lancaster Bib,75,St Elizabeth,66
Dominican CA,73,Fresno Pacific,66
Michigan Tech,75,Purdue Northwest,66
Immaculata,76,Eastern Univ,65
CW Post,72,Mercy,67
Augusta,85,Paine,56
MA Boston,68,RI College,59
Merrimack,71,St Michael's,64
Messiah,77,Alvernia,66
Molloy,74,Queens NY,71
Pfeiffer,123,Averett,107
Moravian,75,Baruch,71
St John Fisher,81,Rochester Tech,67
Rollins,86,St Leo,58
Bethel MN,81,St Mary's MN,60
St John's MN,72,St Olaf,46
WI River Falls,71,St Thomas MN,57
W Connecticut,77,MA Dartmouth,70
WI LaCrosse,84,Buena Vista,80
Drury,81,Lyon,50
S Arkansas,108,Crowley's Ridge,59
Spring Arbor,71,Albion,56
Lake Erie,71,Shawnee St,61
North Alabama,78,Martin Meth,56
Concordia CA,75,Biola,70
Juniata,75,Randolph Macon,64
Lynchburg,131,King's PA,64
Vanguard,80,Cal Lutheran,73
Evergreen St,65,Linfield,55
Maranatha Bap,60,Oak Hills Chr,57
Montevallo,73,Oakwood,69
St Edward's,88,Central Bap,66
Misericordia,102,St Joseph VT,77
Rocky Mtn,95,MT St-Billings,87
Arkansas-FS,107,Ecclesia,61
Union TN,107,Williams Bap,62
SUNY-Delhi,81,Houghton,75
Bridgewater VA,82,Apprentice,73
WI Parkside,103,R Morris-Peoria,57
CS Dom. Hills,97,San Diego Chr,81
Allen,90,Fayetteville St,76
Susquehanna,89,PSU-Hazleton,57
Willamette,90,Portland Bible,73
Bellarmine,93,Midway,49
Maryville MO,134,R Morris Spfd,70
MO St Louis,110,C Chr Bible,44
Oakland City,102,Emmaus Bib,56
Quincy,76,Hannibal-Lagr,62
St Martin's,100,Quest,49
Wm Jewell,96,Calvary Bib,53
S Virginia,88,Carolina Chr,59
Col Charleston,92,North Greenville,60
Navy,73,Columbia,68
ETSU,94,Hiwassee,48
Florida St,72,Tulane,53
Fairfield,76,Long Island,72
Maine,104,ME Machias,51
UNC Asheville,97,Milligan,60
St Francis PA,93,Niagara,87
Ohio,89,WKU,84
Purdue,86,IUPUI,61
Robert Morris,74,Drexel,60
Chattanooga,64,Charlotte,50
Villanova,77,La Salle,68
Virginia Tech,93,MD E Shore,40
Wagner,75,Mercy,41
High Point,110,Toccoa Falls,39
N Kentucky,91,E Kentucky,63
Iowa,91,Southern Univ,60
Iowa St,78,Alcorn St,58
Arizona St,95,Kansas,85
LSU,97,UNC Wilmington,84
Northern Iowa,80,Dubuque,47
Oral Roberts,73,Missouri St,66
Southern Miss,89,Troy,71
SIUE,76,South Alabama,75
South Dakota,75,E Washington,73
N Colorado,104,Panhandle St,53
Gonzaga,97,Washington,70
Academy of Art,76,Holy Names,58
Franklin Pierce,76,Assumption,65
NW Missouri,79,C Missouri,55
West Florida,91,Spring Hill,59
NE Wesleyan,92,Austin Col,67
Piedmont,71,Berea,60
Bowdoin,87,ME Farmington,67
Chris Newport,83,Wesley DE,69
UC Santa Cruz,84,Claremont M.S.,76
NYU,100,Elmira,93
WI Stout,84,Finlandia,57
ME Presque Isle,80,Fisher,72
Merchant Marine,74,Mt St Vincent,72
Pine Manor,79,Westfield St,72
Thomas Aquinas,89,Roberts Wslyn,84
IL Tech,61,Chicago,54
Whitworth,85,Colorado Col,73
Drew,94,St Elizabeth,80
Salem WV,66,Lincoln PA,65
Elizabethtown,66,Washington MD,54
Wartburg,72,WI LaCrosse,69
U New England,103,Dean,102
Rivier,99,Paul Smith's,72
Menlo,79,Humboldt St,78
Sarah Lawrence,85,Pratt Inst,64
Slippery Rock,96,Carlow,65
Willamette,103,Northwest Indian,74
Cleveland St,89,Notre Dame OH,56
FL Atlantic,106,Webber,46
TN Martin,127,Cin Clermont,92
Bridgeport,79,Daemen,69
Pfeiffer,129,Carolina Chr,73
King TN,71,Lynn,61
North Florida,101,Florida A&M,89
Hartford,86,Sacred Heart,72
Louisville,102,Bryant,59
Florida Intl,65,South Florida,53
Vermont,81,Siena,57
DePaul,83,Alabama A&M,59
Minnesota,68,Drake,67
Northwestern,96,Chicago St,31
Oregon,74,TX Southern,68
Adelphi,99,Felician,90
West Chester,94,Bowie St,85
Clark Atlanta,88,Shorter,65
Lander,80,Fayetteville St,63
West Alabama,101,Lane,58
Lincoln Mem,156,Mars Hill,69
Nova SE,122,NYIT,107
Palm Beach Atl,102,S Wesleyan,59
Louisiana Col,96,Birmingham So,86
Rutgers-Newark,72,Centenary NJ,59
Rutgers-Camden,85,City Col NY,74
Grand Canyon,64,NC Central,59
Le Tourneau,98,Howard Payne,63
Knox,82,Maranatha Bap,79
Union NY,89,MA Liberal Arts,47
Stillman,87,Montevallo,83
Sul Ross,75,E Texas Bap,70
MIT,88,MA Dartmouth,68
Jackson St,60,Fisk,53
Wayne St NE,92,Mt Marty,69
Fresno Pacific,85,W Coast Bap,44
Emmanuel GA,98,Voorhees,71
Bethune-Cookman,67,Cal Poly,53
Boston College,81,Columbia,66
UCF,61,SE Louisiana,53
Cincinnati,65,Mississippi St,50
Colgate,87,NJIT,76
Ga Southern,74,George Mason,51
Georgia St,90,Point,70
Indiana St,85,WI Green Bay,63
Iona,83,Yale,67
UMBC,81,Coppin St,74
Princeton,69,Monmouth NJ,58
Rutgers,75,Fordham,63
Seton Hall,84,St Peter's,61
S Carolina St,91,Charleston So,88
Army,76,St Francis NY,64
Hofstra,84,Stony Brook,81
Tennessee St,64,Alabama St,45
ULL,75,Louisiana Tech,71
Memphis,67,Albany NY,58
ULM,59,Grambling,57
St Louis,69,Murray St,55
Michigan,59,Texas,52
N Dakota St,101,Valley City St,58
S Dakota St,99,North Dakota,63
San Diego,69,Colorado,59
Wyoming,93,E Washington,88
Oregon St,70,Jacksonville St,69
Ald-Broaddus,68,WV Wesleyan,59
American Intl,60,Concordia NY,59
Catawba,76,St Augustine's,73
Urbana,81,Central St OH,77
Shaw NC,87,Chowan,80
Concord,84,Virginia Union,80
CSU East Bay,80,W Washington,76
Emmanuel GA,76,Palm Beach Atl,69
Fort Valley St,82,Valdosta St,68
W Oregon,80,Tarleton St,72
Virginia St,66,Wheeling Jesuit,62
Arcadia,72,Scranton,56
N Central IL,83,Aurora,68
Bridgewater MA,85,Becker,79
Capital,76,Denison,69
